CATEGORY	FIRST_OF_PAIR	SECOND_OF_PAIR	PAIR	UNPAIRED	READ_LENGTH	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108
TOTAL_READS	1094536	1094555	2189091	77576	PAIRED_TOTAL_LENGTH_COUNT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1176488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1012603
PF_READS	1094536	1094555	2189091	77576	PAIRED_ALIGNED_LENGTH_COUNT	1073	1021	943	873	864	769	793	885	912	785	760	715	699	810	836	18288	2635	1202	1314	1587	2127	3139	1330	1476	1778	2464	3470	1422	1713	2105	3015	4510	1536	1870	2433	3581	5323	1782	2130	2875	4348	6935	2042	2510	3237	4887	7706	2137	2800	3859	6139	9671	2572	3312	4809	7418	12088	2914	4015	5796	10100	16386	3821	5273	7763	13183	20356	3945	5757	9887	952188	2627	835	1157	1627	2352	3494	1104	1490	2136	3217	5191	1525	1977	2931	4791	6621	2402	907917
PCT_PF_READS	1	1	1	1	UNPAIRED_TOTAL_LENGTH_COUNT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41838
PF_NOISE_READS	0	0	0	0	UNPAIRED_ALIGNED_LENGTH_COUNT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2789	296	79	96	153	207	589	100	173	172	256	577	202	243	216	409	770	191	287	295	539	800	218	291	435	668	1203	314	416	511	889	2452	400	515	646	1081	2001	377	499	625	964	1723	343	438	606	1048	1769	323	400	525	900	1565	225	288	419	16146	847	145	186	255	407	978	135	143	225	350	477	99	129	212	295	316	112	21603
PF_READS_ALIGNED	1094536	1094555	2189091	77576
PCT_PF_READS_ALIGNED	1	1	1	1
PF_ALIGNED_BASES	20687861	20562375	41250236	1326747
PF_HQ_ALIGNED_READS	1050929	1050692	2101621	71033
PF_HQ_ALIGNED_BASES	18228745	18109580	36338325	1063593
PF_HQ_ALIGNED_Q20_BASES	18228745	18109580	36338325	1063593
PF_HQ_MEDIAN_MISMATCHES	0	0	0	0
PF_MISMATCH_RATE	0.893568	0.89346	0.893514	0.890082
PF_HQ_ERROR_RATE	0.90498	0.904864	0.904922	0.906423
PF_INDEL_RATE	0.001054	0.001131	0.001092	0.017
MEAN_READ_LENGTH	98.326268	98.326173	98.32622	99.707693
SD_READ_LENGTH	8.974751	8.974744	8.974746	8.972191
MEDIAN_READ_LENGTH	90	90	90	108
MAD_READ_LENGTH	0	0	0	0
MIN_READ_LENGTH	90	90	90	90
MAX_READ_LENGTH	108	108	108	108
MEAN_ALIGNED_READ_LENGTH	95.012837	94.27098	94.641905	84.545929
READS_ALIGNED_IN_PAIRS	1094536	1094555	2189091	0
PCT_READS_ALIGNED_IN_PAIRS	1	1	1	0
PF_READS_IMPROPER_PAIRS	2551	2570	5121	0
PCT_PF_READS_IMPROPER_PAIRS	0.002331	0.002348	0.002339	0
BAD_CYCLES	0	0	0	0
STRAND_BALANCE	0.556374	0.44361	0.499992	0.502514
PCT_CHIMERAS	0.058564	0.058363	0.058463	0
PCT_ADAPTER	0	0	0	0
PCT_SOFTCLIP	0.033698	0.041242	0.03747	0.152062
PCT_HARDCLIP	0	0	0	0
AVG_POS_3PRIME_SOFTCLIP_LENGTH	22.384991	25.473972	23.978019	29.296329
SAMPLE
LIBRARY
READ_GROUP
