CATEGORY	FIRST_OF_PAIR	SECOND_OF_PAIR	PAIR	UNPAIRED	READ_LENGTH	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108
TOTAL_READS	1542886	1542899	3085785	107473	PAIRED_TOTAL_LENGTH_COUNT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1658466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1427319
PF_READS	1542886	1542899	3085785	107473	PAIRED_ALIGNED_LENGTH_COUNT	1263	1236	1142	1056	994	1012	955	1089	1105	1063	849	847	793	1025	947	22737	3323	1510	1616	1923	2561	3657	1491	1763	2108	2907	4371	1678	2066	2550	3718	5243	1877	2258	2989	4337	6430	2109	2632	3369	5288	8169	2530	3030	3913	5993	9394	2607	3423	4753	7633	12236	3163	4064	6059	9501	15547	3801	5125	7379	12737	21420	5091	7024	10516	17638	27424	5099	7739	13572	1369359	3102	944	1272	1751	2682	3975	1283	1716	2470	3805	6197	1727	2306	3772	5937	8251	3008	1303761
PCT_PF_READS	1	1	1	1	UNPAIRED_TOTAL_LENGTH_COUNT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58328
PF_NOISE_READS	0	0	0	0	UNPAIRED_ALIGNED_LENGTH_COUNT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3702	408	121	137	208	282	751	171	200	220	360	795	228	282	316	488	1039	259	362	416	781	989	319	391	543	922	1602	405	468	647	1092	3504	536	648	836	1389	2676	488	609	849	1280	2317	445	584	800	1295	2393	399	583	691	1173	2292	323	407	503	22836	1136	195	229	336	564	1290	206	232	266	448	672	147	155	267	394	437	159	31580
PF_READS_ALIGNED	1542886	1542899	3085785	107473
PCT_PF_READS_ALIGNED	1	1	1	1
PF_ALIGNED_BASES	103223360	102491888	205715248	6305024
PF_HQ_ALIGNED_READS	1397588	1397213	2794801	91823
PF_HQ_ALIGNED_BASES	94724285	94035632	188759917	5574864
PF_HQ_ALIGNED_Q20_BASES	94724285	94035632	188759917	5574864
PF_HQ_MEDIAN_MISMATCHES	66	66	66	51
PF_MISMATCH_RATE	0.791771	0.791672	0.791722	0.792711
PF_HQ_ERROR_RATE	0.79267	0.792571	0.792621	0.794067
PF_INDEL_RATE	0.000289	0.00031	0.000299	0.005088
MEAN_READ_LENGTH	98.326344	98.325329	98.325837	99.769002
SD_READ_LENGTH	8.974756	8.974679	8.974716	8.967128
MEDIAN_READ_LENGTH	90	90	90	108
MAD_READ_LENGTH	0	0	0	0
MIN_READ_LENGTH	90	90	90	90
MAX_READ_LENGTH	108	108	108	108
MEAN_ALIGNED_READ_LENGTH	95.466424	94.80971	95.138066	85.270496
READS_ALIGNED_IN_PAIRS	1542886	1542899	3085785	0
PCT_READS_ALIGNED_IN_PAIRS	1	1	1	0
PF_READS_IMPROPER_PAIRS	9880	9893	19773	0
PCT_PF_READS_IMPROPER_PAIRS	0.006404	0.006412	0.006408	0
BAD_CYCLES	0	0	0	0
STRAND_BALANCE	0.561717	0.438206	0.499961	0.50247
PCT_CHIMERAS	0.05993	0.059551	0.05974	0
PCT_ADAPTER	0	0	0	0
PCT_SOFTCLIP	0.029086	0.035755	0.03242	0.145321
PCT_HARDCLIP	0	0	0	0
AVG_POS_3PRIME_SOFTCLIP_LENGTH	21.825481	24.789102	23.357484	29.141519
SAMPLE
LIBRARY
READ_GROUP
