CATEGORY	FIRST_OF_PAIR	SECOND_OF_PAIR	PAIR	UNPAIRED	READ_LENGTH	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108
TOTAL_READS	2462107	2462025	4924132	163356	PAIRED_TOTAL_LENGTH_COUNT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2643491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2280641
PF_READS	2462107	2462025	4924132	163356	PAIRED_ALIGNED_LENGTH_COUNT	2288	2185	1992	1904	1809	1671	1602	1811	1838	1719	1464	1439	1418	1687	1595	36424	5231	2411	2522	3088	4219	5919	2423	2827	3438	4662	6857	2824	3272	4112	5848	8320	3037	3616	4697	6866	10292	3407	4196	5604	8393	13164	3892	4880	6216	9539	14936	4191	5515	7472	12198	19265	4955	6659	9596	14977	24755	6000	8215	11808	20606	34220	8133	11188	16515	27970	43592	8188	12476	21375	2183056	5097	1495	2120	2992	4196	6638	1964	2704	3859	6198	9764	2896	3880	6096	9629	13199	4813	2080113
PCT_PF_READS	1	1	1	1	UNPAIRED_TOTAL_LENGTH_COUNT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89732
PF_NOISE_READS	0	0	0	0	UNPAIRED_ALIGNED_LENGTH_COUNT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5099	536	134	167	235	370	1124	188	286	321	487	1184	327	418	454	716	1444	401	467	584	1142	1476	441	550	783	1291	2344	583	727	1034	1701	5263	816	1049	1347	2066	4042	765	942	1345	1951	3559	680	864	1250	2067	3659	638	840	1111	1797	3568	478	652	815	34997	1799	265	360	500	935	2082	321	368	482	669	1070	227	261	393	611	687	250	48501
PF_READS_ALIGNED	2462107	2462025	4924132	163356
PCT_PF_READS_ALIGNED	1	1	1	1
PF_ALIGNED_BASES	197744650	196321587	394066237	11736376
PF_HQ_ALIGNED_READS	2425750	2425263	4851013	156425
PF_HQ_ALIGNED_BASES	195429977	194040908	389470885	11327428
PF_HQ_ALIGNED_Q20_BASES	195429977	194040908	389470885	11327428
PF_HQ_MEDIAN_MISMATCHES	69	69	69	63
PF_MISMATCH_RATE	0.763907	0.763756	0.763832	0.762942
PF_HQ_ERROR_RATE	0.764084	0.763946	0.764015	0.76322
PF_INDEL_RATE	0.000238	0.000257	0.000248	0.004333
MEAN_READ_LENGTH	98.33665	98.336964	98.336807	99.887461
SD_READ_LENGTH	8.975522	8.975545	8.975533	8.956166
MEDIAN_READ_LENGTH	90	90	90	108
MAD_READ_LENGTH	0	0	0	0
MIN_READ_LENGTH	90	90	90	90
MAX_READ_LENGTH	108	108	108	108
MEAN_ALIGNED_READ_LENGTH	95.458091	94.764755	95.111429	85.802278
READS_ALIGNED_IN_PAIRS	2462107	2462025	4924132	0
PCT_READS_ALIGNED_IN_PAIRS	1	1	1	0
PF_READS_IMPROPER_PAIRS	4121	4039	8160	0
PCT_PF_READS_IMPROPER_PAIRS	0.001674	0.001641	0.001657	0
BAD_CYCLES	0	0	0	0
STRAND_BALANCE	0.563674	0.436329	0.500002	0.506275
PCT_CHIMERAS	0.056646	0.056132	0.056389	0
PCT_ADAPTER	0	0	0	0
PCT_SOFTCLIP	0.029272	0.036326	0.032799	0.141011
PCT_HARDCLIP	0	0	0	0
AVG_POS_3PRIME_SOFTCLIP_LENGTH	21.908664	25.072566	23.544765	28.553511
SAMPLE
LIBRARY
READ_GROUP
