CATEGORY	FIRST_OF_PAIR	SECOND_OF_PAIR	PAIR	UNPAIRED	READ_LENGTH	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108
TOTAL_READS	2320179	2320201	4640380	161368	PAIRED_TOTAL_LENGTH_COUNT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2466686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2173694
PF_READS	2320179	2320201	4640380	161368	PAIRED_ALIGNED_LENGTH_COUNT	1890	1828	1688	1594	1554	1526	1391	1615	1609	1480	1346	1240	1199	1559	1421	36548	5302	2356	2677	3128	4309	6229	2544	2806	3627	5017	7059	2831	3280	4272	6212	8768	3200	3709	4877	7405	10918	3591	4249	6000	9212	14158	4117	5103	6677	10136	16015	4243	5993	8036	12881	20826	5206	6810	10093	15997	26272	6152	8440	12597	21508	35702	8207	11366	17145	28642	44584	8141	12461	21230	1991523	5542	1772	2430	3252	4797	7190	2223	3030	4436	6990	10707	3167	4215	6467	10404	14291	5147	1960993
PCT_PF_READS	1	1	1	1	UNPAIRED_TOTAL_LENGTH_COUNT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87838
PF_NOISE_READS	0	0	0	0	UNPAIRED_ALIGNED_LENGTH_COUNT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6048	673	183	224	304	463	1182	262	321	385	616	1360	403	465	536	848	1597	391	551	637	1253	1606	483	581	843	1377	2546	636	818	1047	1743	5151	817	1054	1365	2249	4174	761	917	1379	1999	3494	712	952	1255	2002	3706	696	799	1179	1850	3303	492	660	880	32417	1821	292	419	601	878	2117	303	382	485	685	1065	210	300	375	626	714	260	45190
PF_READS_ALIGNED	2320179	2320201	4640380	161368
PCT_PF_READS_ALIGNED	1	1	1	1
PF_ALIGNED_BASES	106445281	105767512	212212793	6526024
PF_HQ_ALIGNED_READS	2004987	2004912	4009899	127573
PF_HQ_ALIGNED_BASES	88174270	87591032	175765302	5003271
PF_HQ_ALIGNED_Q20_BASES	88174270	87591032	175765302	5003271
PF_HQ_MEDIAN_MISMATCHES	0	0	0	0
PF_MISMATCH_RATE	0.801602	0.801458	0.80153	0.803046
PF_HQ_ERROR_RATE	0.810285	0.810157	0.810221	0.814706
PF_INDEL_RATE	0.000397	0.000426	0.000411	0.007012
MEAN_READ_LENGTH	98.431899	98.431587	98.431743	99.798002
SD_READ_LENGTH	8.982054	8.982034	8.982043	8.96458
MEDIAN_READ_LENGTH	90	90	90	108
MAD_READ_LENGTH	0	0	0	0
MIN_READ_LENGTH	90	90	90	90
MAX_READ_LENGTH	108	108	108	108
MEAN_ALIGNED_READ_LENGTH	95.266918	94.584253	94.925584	84.438451
READS_ALIGNED_IN_PAIRS	2320179	2320201	4640380	0
PCT_READS_ALIGNED_IN_PAIRS	1	1	1	0
PF_READS_IMPROPER_PAIRS	5132	5154	10286	0
PCT_PF_READS_IMPROPER_PAIRS	0.002212	0.002221	0.002217	0
BAD_CYCLES	0	0	0	0
STRAND_BALANCE	0.546743	0.453197	0.49997	0.50132
PCT_CHIMERAS	0.060718	0.061928	0.061323	0
PCT_ADAPTER	0	0	0	0
PCT_SOFTCLIP	0.032154	0.039086	0.03562	0.153906
PCT_HARDCLIP	0	0	0	0
AVG_POS_3PRIME_SOFTCLIP_LENGTH	21.76183	24.626448	23.238262	29.341186
SAMPLE
LIBRARY
READ_GROUP
