CATEGORY	FIRST_OF_PAIR	SECOND_OF_PAIR	PAIR	UNPAIRED	READ_LENGTH	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108
TOTAL_READS	2392958	2392779	4785737	164691	PAIRED_TOTAL_LENGTH_COUNT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2548583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2237154
PF_READS	2392958	2392779	4785737	164691	PAIRED_ALIGNED_LENGTH_COUNT	2003	1996	1862	1593	1645	1542	1469	1730	1689	1649	1428	1314	1405	1607	1547	37763	5523	2437	2749	3264	4518	6377	2641	2955	3777	5190	7373	2992	3406	4339	6499	8928	3299	3844	5153	7612	11298	3821	4655	6153	9646	14889	4411	5416	6984	10551	16379	4462	5946	8254	13569	21594	5571	7143	10673	16625	27382	6689	9072	13011	22674	37223	8890	11712	18109	29618	46275	8765	13201	22591	2052866	5811	1855	2440	3419	5012	7460	2273	3214	4542	7050	10951	3308	4294	6791	10624	14725	5389	2015343
PCT_PF_READS	1	1	1	1	UNPAIRED_TOTAL_LENGTH_COUNT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89724
PF_NOISE_READS	0	0	0	0	UNPAIRED_ALIGNED_LENGTH_COUNT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6155	645	173	228	296	457	1200	243	352	375	556	1285	393	462	498	860	1643	407	551	677	1178	1615	475	608	947	1408	2631	638	819	1044	1733	5368	813	989	1342	2267	4309	703	1005	1448	2101	3732	700	886	1235	2120	3806	675	800	1261	1849	3489	497	653	836	33508	1912	304	431	571	886	2132	297	368	488	706	1177	221	299	399	621	679	255	46001
PF_READS_ALIGNED	2392958	2392779	4785737	164691
PCT_PF_READS_ALIGNED	1	1	1	1
PF_ALIGNED_BASES	116352974	115482489	231835463	7325867
PF_HQ_ALIGNED_READS	2124969	2124349	4249318	136093
PF_HQ_ALIGNED_BASES	99692821	98924531	198617352	5832112
PF_HQ_ALIGNED_Q20_BASES	99692821	98924531	198617352	5832112
PF_HQ_MEDIAN_MISMATCHES	0	0	0	0
PF_MISMATCH_RATE	0.757272	0.757174	0.757223	0.758169
PF_HQ_ERROR_RATE	0.758368	0.758282	0.758325	0.759712
PF_INDEL_RATE	0.000407	0.000438	0.000422	0.006501
MEAN_READ_LENGTH	98.414482	98.414179	98.41433	99.806438
SD_READ_LENGTH	8.980935	8.980916	8.980925	8.963824
MEDIAN_READ_LENGTH	90	90	90	108
MAD_READ_LENGTH	0	0	0	0
MIN_READ_LENGTH	90	90	90	90
MAX_READ_LENGTH	108	108	108	108
MEAN_ALIGNED_READ_LENGTH	95.212381	94.518668	94.865538	84.527297
READS_ALIGNED_IN_PAIRS	2392958	2392779	4785737	0
PCT_READS_ALIGNED_IN_PAIRS	1	1	1	0
PF_READS_IMPROPER_PAIRS	4119	3940	8059	0
PCT_PF_READS_IMPROPER_PAIRS	0.001721	0.001647	0.001684	0
BAD_CYCLES	0	0	0	0
STRAND_BALANCE	0.546035	0.454012	0.500025	0.501454
PCT_CHIMERAS	0.058917	0.060199	0.059558	0
PCT_ADAPTER	0	0	0	0
PCT_SOFTCLIP	0.032537	0.039583	0.03606	0.153088
PCT_HARDCLIP	0	0	0	0
AVG_POS_3PRIME_SOFTCLIP_LENGTH	21.734326	24.594257	23.208039	29.286965
SAMPLE
LIBRARY
READ_GROUP
