CATEGORY	FIRST_OF_PAIR	SECOND_OF_PAIR	PAIR	UNPAIRED	READ_LENGTH	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108
TOTAL_READS	2349189	2350905	4700094	166285	PAIRED_TOTAL_LENGTH_COUNT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2532595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2167499
PF_READS	2349189	2350905	4700094	166285	PAIRED_ALIGNED_LENGTH_COUNT	2001	2003	1821	1750	1588	1512	1417	1708	1721	1561	1325	1295	1323	1583	1424	36041	5087	2166	2379	3052	3891	5863	2373	2701	3322	4529	6594	2712	3082	3808	5400	7936	2892	3362	4419	6625	9726	3162	3985	5305	8153	12442	3822	4689	5978	9015	14090	3991	5047	7173	11606	18047	4691	6170	9126	14409	23637	5614	7680	11165	19435	32200	7461	10246	15547	26193	40231	7818	11805	20372	2098417	4752	1508	2106	2816	4031	6279	1946	2623	3725	5905	9207	2781	3622	5591	9024	12515	4385	1976564
PCT_PF_READS	1	1	1	1	UNPAIRED_TOTAL_LENGTH_COUNT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90642
PF_NOISE_READS	0	0	0	0	UNPAIRED_ALIGNED_LENGTH_COUNT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7608	638	170	193	266	455	1153	230	318	384	512	1342	351	461	477	761	1632	419	512	624	1093	1487	457	584	809	1244	2504	632	781	996	1675	5160	853	920	1287	2118	4120	698	920	1307	1931	3607	716	849	1233	1991	3660	675	808	1068	1778	3360	439	640	759	35565	1729	256	410	500	852	1975	259	340	397	653	1000	171	282	365	602	627	220	48417
PF_READS_ALIGNED	2349189	2350905	4700094	166285
PCT_PF_READS_ALIGNED	1	1	1	1
PF_ALIGNED_BASES	171377662	170343232	341720894	10878422
PF_HQ_ALIGNED_READS	2169856	2169810	4339666	142816
PF_HQ_ALIGNED_BASES	155395588	154368956	309764544	9218838
PF_HQ_ALIGNED_Q20_BASES	155395588	154368956	309764544	9218838
PF_HQ_MEDIAN_MISMATCHES	66	66	66	53
PF_MISMATCH_RATE	0.748449	0.748268	0.748359	0.749876
PF_HQ_ERROR_RATE	0.748957	0.748764	0.748861	0.7495
PF_INDEL_RATE	0.000265	0.000286	0.000276	0.004588
MEAN_READ_LENGTH	98.30065	98.301138	98.300894	99.811805
SD_READ_LENGTH	8.972789	8.972827	8.972807	8.96334
MEDIAN_READ_LENGTH	90	90	90	108
MAD_READ_LENGTH	0	0	0	0
MIN_READ_LENGTH	90	90	90	90
MAX_READ_LENGTH	108	108	108	108
MEAN_ALIGNED_READ_LENGTH	95.429636	94.743991	95.086688	84.7276
READS_ALIGNED_IN_PAIRS	2349189	2350905	4700094	0
PCT_READS_ALIGNED_IN_PAIRS	1	1	1	0
PF_READS_IMPROPER_PAIRS	5656	7372	13028	0
PCT_PF_READS_IMPROPER_PAIRS	0.002408	0.003136	0.002772	0
BAD_CYCLES	0	0	0	0
STRAND_BALANCE	0.556933	0.4425	0.499696	0.504616
PCT_CHIMERAS	0.061377	0.062399	0.061888	0
PCT_ADAPTER	0.000001	0	0.000001	0
PCT_SOFTCLIP	0.029206	0.036186	0.032698	0.151126
PCT_HARDCLIP	0	0	0	0
AVG_POS_3PRIME_SOFTCLIP_LENGTH	22.02552	25.224763	23.678892	30.224927
SAMPLE
LIBRARY
READ_GROUP
